"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3058","Task for QA5 ","My Login application","Tue Nov 11 09:59:48 EET 2025","passed","Tue Nov 11 09:59:51 EET 2025","","","",""
